duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,label
0.0,tcp,uucp,RSTO,0.0,0.0,107.0,2.0,0.0,neptune
0.0,tcp,whois,RSTR,0.0,0.0,1.0,1.0,0.0,portsweep
0.0,tcp,private,RSTR,0.0,0.0,1.0,1.0,0.0,portsweep
0.0,tcp,http,REJ,0.0,0.0,2.0,2.0,0.0,normal
0.0,udp,domain_u,SF,46.0,46.0,94.0,176.0,0.0,normal
0.0,tcp,http,SF,291.0,321.0,32.0,48.0,0.0,normal
131.0,tcp,http,SF,331.0,278.0,2.0,2.0,0.0,normal
0.0,tcp,Z39_50,S0,0.0,0.0,115.0,12.0,1.0,neptune
0.0,tcp,daytime,S0,0.0,0.0,149.0,11.0,1.0,neptune
0.0,tcp,Z39_50,S0,0.0,0.0,236.0,1.0,1.0,neptune
1.0,tcp,smtp,SF,985.0,334.0,1.0,1.0,0.0,normal
0.0,tcp,http,RSTR,54060.0,7300.0,4.0,4.0,0.0,back
0.0,tcp,http,SF,323.0,7355.0,3.0,3.0,0.0,normal
0.0,tcp,sunrpc,S0,0.0,0.0,239.0,6.0,1.0,neptune
1.0,tcp,smtp,SF,2276.0,337.0,1.0,3.0,0.0,normal
0.0,icmp,ecr_i,SF,520.0,0.0,457.0,457.0,0.0,smurf
0.0,tcp,http,SF,54540.0,8314.0,2.0,3.0,0.0,back
0.0,udp,private,SF,1.0,0.0,28.0,7.0,0.0,satan
0.0,tcp,finger,S0,0.0,0.0,1.0,1.0,1.0,land
0.0,tcp,http,S0,0.0,0.0,2.0,9.0,0.5,normal
0.0,tcp,vmnet,REJ,0.0,0.0,209.0,5.0,0.0,neptune
0.0,udp,domain_u,SF,45.0,111.0,71.0,151.0,0.0,normal
0.0,tcp,ftp_data,SF,567.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,350.0,2716.0,14.0,14.0,0.0,normal
0.0,tcp,mtp,S0,0.0,0.0,116.0,1.0,1.0,neptune
0.0,tcp,http,SF,304.0,2507.0,5.0,8.0,0.0,normal
0.0,tcp,http,SF,240.0,1469.0,4.0,4.0,0.0,normal
0.0,tcp,ssh,S0,0.0,0.0,298.0,19.0,1.0,neptune
0.0,icmp,ecr_i,SF,1032.0,0.0,510.0,510.0,0.0,smurf
0.0,udp,private,SF,1.0,0.0,9.0,9.0,0.0,satan
0.0,tcp,private,S0,0.0,0.0,267.0,8.0,1.0,neptune
0.0,tcp,telnet,S0,0.0,0.0,64.0,16.0,1.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,40.0,0.0,ipsweep
0.0,udp,private,SF,105.0,0.0,2.0,2.0,0.0,normal
232.0,tcp,telnet,SF,205.0,6096.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,SF,194.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,188.0,24.0,1.0,neptune
0.0,tcp,other,REJ,0.0,0.0,444.0,1.0,0.08,satan
0.0,tcp,private,S0,0.0,0.0,120.0,6.0,1.0,neptune
0.0,tcp,mtp,S0,0.0,0.0,292.0,4.0,1.0,neptune
0.0,tcp,csnet_ns,S0,0.0,0.0,118.0,9.0,1.0,neptune
0.0,udp,ntp_u,SF,48.0,48.0,1.0,1.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,189.0,189.0,0.0,smurf
0.0,tcp,http_443,S0,0.0,0.0,127.0,8.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,135.0,14.0,1.0,neptune
0.0,tcp,http,SF,169.0,8147.0,4.0,6.0,0.0,normal
0.0,tcp,klogin,REJ,0.0,0.0,147.0,18.0,0.0,neptune
0.0,tcp,ftp_data,SF,192.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,ctf,REJ,0.0,0.0,283.0,13.0,0.0,neptune
0.0,tcp,http,SF,197.0,2543.0,20.0,20.0,0.0,normal
0.0,tcp,ftp_data,SF,852.0,0.0,5.0,5.0,0.0,normal
0.0,tcp,nnsp,REJ,0.0,0.0,137.0,8.0,0.0,neptune
0.0,tcp,http,SF,209.0,809.0,14.0,14.0,0.0,normal
0.0,tcp,smtp,SF,602.0,285.0,1.0,1.0,0.0,normal
0.0,tcp,other,REJ,0.0,0.0,508.0,1.0,0.09,satan
0.0,tcp,smtp,SF,867.0,387.0,1.0,1.0,0.0,normal
2.0,tcp,smtp,SF,832.0,338.0,1.0,2.0,0.0,normal
0.0,tcp,netbios_ns,REJ,0.0,0.0,176.0,13.0,0.0,neptune
0.0,tcp,bgp,S0,0.0,0.0,144.0,4.0,1.0,neptune
0.0,tcp,http,SF,466.0,3177.0,1.0,4.0,0.0,normal
0.0,icmp,eco_i,SF,30.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,225.0,18273.0,2.0,7.0,0.0,normal
0.0,icmp,eco_i,SF,8.0,0.0,1.0,45.0,0.0,ipsweep
0.0,udp,private,SF,28.0,0.0,191.0,91.0,0.52,teardrop
0.0,tcp,other,REJ,0.0,0.0,511.0,1.0,0.16,satan
0.0,tcp,ftp_data,SF,884.0,0.0,3.0,3.0,0.0,normal
0.0,tcp,http,SF,234.0,301.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,SF,246.0,0.0,1.0,1.0,0.0,warezclient
0.0,tcp,telnet,S0,0.0,0.0,247.0,10.0,1.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,15.0,0.0,ipsweep
0.0,tcp,sunrpc,S0,0.0,0.0,22.0,10.0,1.0,neptune
0.0,tcp,hostnames,S0,0.0,0.0,256.0,5.0,1.0,neptune
0.0,tcp,telnet,S0,0.0,0.0,110.0,10.0,1.0,neptune
0.0,tcp,http,SF,303.0,2239.0,4.0,8.0,0.0,normal
0.0,tcp,http,S0,0.0,0.0,53.0,14.0,1.0,neptune
0.0,tcp,http,SF,355.0,1091.0,4.0,4.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,217.0,17.0,1.0,neptune
0.0,udp,private,SF,1.0,0.0,33.0,11.0,0.0,satan
0.0,udp,domain_u,SF,17.0,17.0,1.0,1.0,0.0,normal
0.0,tcp,other,SF,10044.0,0.0,12.0,1.0,0.08,normal
0.0,tcp,private,S0,0.0,0.0,218.0,18.0,1.0,neptune
0.0,udp,domain_u,SF,43.0,125.0,78.0,158.0,0.0,normal
0.0,tcp,discard,S0,0.0,0.0,292.0,20.0,1.0,neptune
0.0,tcp,smtp,S0,0.0,0.0,2.0,2.0,0.5,normal
0.0,tcp,private,SH,0.0,0.0,1.0,1.0,1.0,nmap
0.0,tcp,http,SF,368.0,771.0,7.0,14.0,0.0,normal
0.0,tcp,http,SF,171.0,409.0,3.0,3.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,277.0,277.0,0.0,smurf
0.0,icmp,eco_i,SF,18.0,0.0,1.0,1.0,0.0,ipsweep
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,233.0,1867.0,12.0,28.0,0.0,normal
0.0,tcp,http,SF,215.0,1761.0,30.0,32.0,0.0,normal
0.0,udp,domain_u,SF,44.0,133.0,125.0,205.0,0.0,normal
0.0,udp,domain_u,SF,43.0,81.0,4.0,4.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,258.0,3.0,1.0,neptune
0.0,tcp,telnet,S0,0.0,0.0,48.0,12.0,1.0,neptune
11.0,udp,private,SF,105.0,146.0,2.0,2.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,4.0,1.0,1.0,neptune
0.0,udp,domain_u,SF,44.0,129.0,131.0,213.0,0.0,normal
0.0,icmp,eco_i,SF,8.0,0.0,1.0,41.0,0.0,nmap
0.0,tcp,smtp,S0,0.0,0.0,20.0,20.0,1.0,neptune
0.0,tcp,http,SF,228.0,7333.0,1.0,29.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,50.0,20.0,1.0,neptune
0.0,tcp,http,SF,238.0,3862.0,3.0,5.0,0.0,normal
0.0,tcp,csnet_ns,S0,0.0,0.0,241.0,6.0,1.0,neptune
0.0,tcp,http,SF,218.0,483.0,4.0,13.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,tcp,http,SF,219.0,788.0,6.0,31.0,0.0,normal
0.0,tcp,ftp_data,S0,0.0,0.0,246.0,5.0,1.0,neptune
0.0,tcp,http,SF,261.0,585.0,1.0,1.0,0.0,normal
0.0,tcp,sunrpc,RSTO,0.0,0.0,179.0,7.0,0.0,neptune
0.0,tcp,http,SF,3745.0,4026.0,19.0,19.0,0.0,normal
0.0,tcp,http,SF,244.0,1719.0,8.0,8.0,0.0,normal
0.0,udp,domain_u,SF,45.0,75.0,251.0,256.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,108.0,108.0,0.0,smurf
0.0,tcp,http,SF,201.0,458.0,35.0,38.0,0.0,normal
0.0,tcp,http,SF,235.0,2698.0,3.0,4.0,0.0,normal
0.0,tcp,http,SF,256.0,2851.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,42.0,78.0,212.0,211.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,tcp,private,S0,0.0,0.0,145.0,15.0,1.0,neptune
0.0,tcp,http,SF,309.0,757.0,2.0,21.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,102.0,13.0,1.0,neptune
0.0,tcp,http,SF,253.0,3030.0,5.0,11.0,0.0,normal
0.0,udp,domain_u,SF,46.0,46.0,141.0,221.0,0.0,normal
31905.0,tcp,private,RSTR,1.0,0.0,2.0,2.0,0.0,portsweep
0.0,tcp,http,SF,171.0,831.0,1.0,1.0,0.0,normal
0.0,tcp,auth,S0,0.0,0.0,223.0,20.0,1.0,neptune
0.0,tcp,private,REJ,0.0,0.0,170.0,15.0,0.0,neptune
0.0,tcp,sql_net,REJ,0.0,0.0,2.0,1.0,0.0,portsweep
0.0,icmp,urp_i,SF,127.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,http,SF,271.0,406.0,27.0,31.0,0.0,normal
0.0,tcp,http,SF,298.0,2809.0,2.0,5.0,0.0,normal
0.0,tcp,private,REJ,0.0,0.0,38.0,1.0,0.16,satan
0.0,tcp,private,S0,0.0,0.0,112.0,13.0,1.0,neptune
0.0,tcp,time,S0,0.0,0.0,231.0,17.0,1.0,neptune
0.0,udp,domain_u,SF,43.0,133.0,11.0,91.0,0.0,normal
0.0,tcp,http,SF,224.0,8557.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,SF,95.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,259.0,6.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,113.0,12.0,1.0,neptune
0.0,tcp,http,SF,325.0,741.0,40.0,49.0,0.0,normal
0.0,tcp,http,SF,231.0,670.0,15.0,15.0,0.0,normal
0.0,tcp,telnet,S0,0.0,0.0,73.0,17.0,1.0,neptune
0.0,tcp,http,SF,224.0,403.0,49.0,49.0,0.0,normal
0.0,tcp,http,SF,341.0,604.0,6.0,34.0,0.17,normal
0.0,tcp,ftp_data,SF,192.0,0.0,1.0,1.0,0.0,normal
5046.0,tcp,ftp_data,SF,5133876.0,0.0,1.0,1.0,0.0,warezclient
0.0,tcp,ftp_data,SF,4316.0,0.0,3.0,3.0,0.0,normal
0.0,tcp,Z39_50,S0,0.0,0.0,209.0,3.0,1.0,neptune
1.0,tcp,time,SF,0.0,4.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,207.0,324.0,1.0,15.0,0.0,normal
0.0,tcp,http,SF,243.0,332.0,13.0,14.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,201.0,1.0,1.0,neptune
0.0,udp,domain_u,SF,45.0,77.0,314.0,313.0,0.0,normal
0.0,tcp,link,S0,0.0,0.0,259.0,1.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,121.0,8.0,1.0,neptune
7.0,tcp,http,SF,264.0,28362.0,1.0,1.0,0.0,normal
0.0,tcp,uucp_path,S0,0.0,0.0,201.0,1.0,1.0,neptune
0.0,tcp,ftp_data,SF,567.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,226.0,7303.0,2.0,2.0,0.0,normal
24.0,tcp,ftp,SF,230.0,767.0,1.0,1.0,0.0,normal
0.0,tcp,finger,SF,7.0,225.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,335.0,14638.0,10.0,17.0,0.0,normal
0.0,tcp,http,SF,233.0,345.0,20.0,20.0,0.0,normal
0.0,icmp,ecr_i,SF,520.0,0.0,480.0,480.0,0.0,smurf
0.0,tcp,http,RSTO,0.0,0.0,8.0,8.0,0.0,normal
0.0,tcp,http,SF,216.0,412.0,6.0,6.0,0.0,normal
0.0,tcp,http,SF,244.0,198.0,5.0,5.0,0.0,normal
2.0,tcp,private,RSTR,0.0,0.0,389.0,2.0,0.0,portsweep
4.0,tcp,smtp,SF,1722.0,438.0,1.0,2.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,252.0,9.0,1.0,neptune
0.0,tcp,iso_tsap,REJ,0.0,0.0,176.0,10.0,0.0,neptune
0.0,tcp,ftp_data,SF,209.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,http,SF,325.0,2897.0,3.0,18.0,0.0,normal
3487.0,udp,other,SF,146.0,105.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,44.0,78.0,319.0,318.0,0.0,normal
0.0,tcp,http,SF,288.0,3848.0,11.0,11.0,0.0,normal
0.0,tcp,http,SF,216.0,2526.0,10.0,10.0,0.0,normal
0.0,tcp,http,SF,245.0,266.0,1.0,8.0,0.0,normal
0.0,tcp,imap4,S0,0.0,0.0,276.0,12.0,1.0,neptune
0.0,udp,other,SF,516.0,4.0,376.0,376.0,0.0,normal
35.0,tcp,smtp,SF,768.0,333.0,1.0,2.0,0.0,normal
0.0,udp,domain_u,SF,44.0,44.0,163.0,163.0,0.0,normal
0.0,tcp,http,SF,220.0,695.0,6.0,6.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,201.0,1.0,1.0,neptune
282.0,tcp,telnet,SF,344.0,8486.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,211.0,21556.0,1.0,1.0,0.0,normal
0.0,udp,other,SF,516.0,4.0,244.0,244.0,0.0,normal
0.0,tcp,finger,S0,0.0,0.0,27.0,6.0,1.0,neptune
0.0,tcp,discard,S0,0.0,0.0,283.0,11.0,1.0,neptune
0.0,tcp,http,SF,284.0,13038.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,213.0,414.0,23.0,24.0,0.0,normal
0.0,tcp,systat,S0,0.0,0.0,287.0,11.0,1.0,neptune
0.0,udp,other,SF,516.0,4.0,303.0,303.0,0.0,normal
0.0,tcp,private,RSTR,0.0,0.0,1.0,1.0,0.0,portsweep
0.0,tcp,http,SF,317.0,1039.0,7.0,7.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,40.0,12.0,1.0,neptune
0.0,tcp,ftp_data,SF,245.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,link,S0,0.0,0.0,53.0,2.0,1.0,neptune
0.0,tcp,smtp,SF,1022.0,331.0,1.0,2.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,137.0,4.0,1.0,neptune
28.0,tcp,ftp,SF,1533.0,4152.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,310.0,9238.0,2.0,21.0,0.0,normal
264.0,tcp,telnet,SF,174.0,4267.0,1.0,1.0,0.0,normal
0.0,tcp,pop_3,SF,38.0,130.0,1.0,1.0,0.0,normal
0.0,tcp,nntp,S0,0.0,0.0,122.0,22.0,1.0,neptune
0.0,tcp,http,SF,313.0,2033.0,5.0,6.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,106.0,1.0,1.0,neptune
0.0,tcp,ftp_data,SF,19.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,REJ,0.0,0.0,1.0,1.0,0.0,ipsweep
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,tcp,efs,S0,0.0,0.0,510.0,1.0,0.2,satan
0.0,udp,domain_u,SF,44.0,118.0,6.0,6.0,0.0,normal
0.0,tcp,bgp,S0,0.0,0.0,277.0,17.0,1.0,neptune
0.0,tcp,auth,S0,0.0,0.0,270.0,20.0,1.0,neptune
0.0,tcp,ftp_data,S2,0.0,0.0,1.0,2.0,1.0,normal
0.0,tcp,sunrpc,S0,0.0,0.0,291.0,21.0,1.0,neptune
0.0,tcp,courier,S0,0.0,0.0,132.0,6.0,1.0,neptune
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,pop_3,SF,52.0,1066.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,231.0,13.0,1.0,neptune
0.0,icmp,urp_i,SF,182.0,0.0,2.0,1.0,0.0,normal
0.0,tcp,hostnames,S0,0.0,0.0,264.0,18.0,1.0,neptune
0.0,tcp,http,SF,331.0,885.0,10.0,10.0,0.0,normal
0.0,icmp,ecr_i,SF,520.0,0.0,209.0,209.0,0.0,smurf
0.0,tcp,http,SF,301.0,392.0,45.0,49.0,0.0,normal
0.0,tcp,http,SF,199.0,530.0,12.0,13.0,0.0,normal
0.0,udp,domain_u,SF,45.0,111.0,185.0,184.0,0.0,normal
0.0,tcp,smtp,SF,1489.0,475.0,1.0,1.0,0.0,normal
0.0,tcp,ctf,S0,0.0,0.0,187.0,1.0,1.0,neptune
0.0,icmp,urp_i,SF,78.0,0.0,30.0,5.0,0.0,normal
0.0,tcp,sunrpc,S0,0.0,0.0,234.0,14.0,1.0,neptune
0.0,tcp,http,SF,281.0,1395.0,24.0,26.0,0.0,normal
0.0,tcp,http,S0,0.0,0.0,2.0,2.0,0.5,normal
0.0,tcp,ftp_data,SF,5319.0,0.0,7.0,7.0,0.0,normal
0.0,tcp,http,SF,234.0,3076.0,6.0,6.0,0.0,normal
0.0,tcp,private,SH,0.0,0.0,1.0,1.0,1.0,nmap
0.0,tcp,private,REJ,0.0,0.0,90.0,7.0,0.0,neptune
38314.0,tcp,private,RSTR,1.0,0.0,2.0,2.0,0.0,portsweep
0.0,tcp,nnsp,S0,0.0,0.0,149.0,19.0,1.0,neptune
0.0,tcp,http,SF,261.0,7816.0,15.0,16.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,199.0,24.0,1.0,neptune
0.0,udp,private,SF,1.0,26.0,18.0,5.0,0.0,satan
0.0,tcp,uucp_path,S0,0.0,0.0,212.0,14.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,135.0,13.0,1.0,neptune
0.0,udp,other,SF,516.0,4.0,295.0,295.0,0.0,normal
0.0,tcp,http,SF,54540.0,8314.0,5.0,5.0,0.0,back
0.0,udp,private,SF,215.0,0.0,1.0,1.0,0.0,nmap
0.0,tcp,http,SF,313.0,2698.0,2.0,11.0,0.0,normal
0.0,tcp,private,RSTR,0.0,0.0,1.0,1.0,0.0,portsweep
3.0,tcp,smtp,SF,1201.0,332.0,1.0,1.0,0.0,normal
0.0,tcp,vmnet,S0,0.0,0.0,294.0,18.0,1.0,neptune
0.0,tcp,hostnames,REJ,0.0,0.0,159.0,15.0,0.0,neptune
0.0,tcp,ftp_data,SF,9178.0,0.0,7.0,7.0,0.0,normal
0.0,tcp,discard,S0,0.0,0.0,276.0,4.0,1.0,neptune
0.0,tcp,ftp_data,S0,0.0,0.0,263.0,7.0,1.0,neptune
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,tcp,private,S0,0.0,0.0,86.0,4.0,1.0,neptune
0.0,icmp,eco_i,SF,18.0,0.0,1.0,1.0,0.0,ipsweep
0.0,tcp,sql_net,S0,0.0,0.0,105.0,5.0,1.0,neptune
0.0,tcp,http,SF,317.0,458.0,10.0,12.0,0.0,normal
465.0,udp,other,SF,147.0,105.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,208.0,6845.0,15.0,15.0,0.0,normal
0.0,tcp,uucp_path,S0,0.0,0.0,57.0,15.0,1.0,neptune
0.0,tcp,ftp_data,SF,383.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,http,SF,258.0,9720.0,1.0,12.0,0.0,normal
0.0,tcp,whois,S0,0.0,0.0,251.0,20.0,1.0,neptune
0.0,tcp,iso_tsap,REJ,0.0,0.0,232.0,5.0,0.0,neptune
0.0,tcp,Z39_50,S0,0.0,0.0,255.0,8.0,1.0,neptune
39103.0,tcp,private,RSTR,1.0,0.0,2.0,2.0,0.0,portsweep
6.0,tcp,smtp,SF,1687.0,366.0,1.0,1.0,0.0,normal
0.0,icmp,eco_i,SF,8.0,0.0,1.0,31.0,0.0,ipsweep
0.0,udp,other,SF,516.0,4.0,227.0,227.0,0.0,normal
0.0,tcp,private,RSTR,0.0,0.0,1.0,1.0,0.0,portsweep
0.0,tcp,sunrpc,S0,0.0,0.0,251.0,11.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,104.0,6.0,1.0,neptune
9899.0,udp,other,SF,147.0,105.0,5.0,1.0,0.0,normal
0.0,udp,domain_u,SF,45.0,135.0,80.0,160.0,0.0,normal
0.0,tcp,http,SF,281.0,1976.0,9.0,21.0,0.0,normal
0.0,tcp,smtp,SF,727.0,327.0,1.0,1.0,0.0,normal
0.0,tcp,smtp,SF,1711.0,487.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,SF,95.0,0.0,152.0,2.0,0.99,normal
0.0,tcp,http,SF,216.0,1651.0,10.0,11.0,0.0,normal
0.0,udp,domain_u,SF,43.0,133.0,7.0,9.0,0.0,normal
0.0,tcp,http,SF,226.0,1429.0,3.0,3.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,133.0,2.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,133.0,22.0,1.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,14.0,0.0,ipsweep
0.0,tcp,http,SF,215.0,288.0,39.0,39.0,0.0,normal
0.0,tcp,daytime,S0,0.0,0.0,289.0,6.0,1.0,neptune
0.0,tcp,other,REJ,0.0,0.0,511.0,1.0,0.19,satan
0.0,tcp,private,REJ,0.0,0.0,144.0,16.0,0.0,neptune
0.0,tcp,private,S0,0.0,0.0,250.0,11.0,1.0,neptune
0.0,udp,domain_u,SF,102.0,0.0,11.0,18.0,0.0,normal
0.0,tcp,private,REJ,0.0,0.0,107.0,8.0,0.0,neptune
0.0,icmp,ecr_i,SF,1032.0,0.0,35.0,35.0,0.0,smurf
0.0,tcp,http,SF,313.0,297.0,1.0,1.0,0.0,normal
0.0,tcp,private,REJ,0.0,0.0,57.0,19.0,0.0,neptune
0.0,tcp,bgp,S0,0.0,0.0,209.0,15.0,1.0,neptune
0.0,tcp,uucp_path,REJ,0.0,0.0,250.0,8.0,0.0,neptune
22.0,tcp,ftp,SF,287.0,903.0,1.0,1.0,0.0,normal
0.0,tcp,nnsp,REJ,0.0,0.0,113.0,3.0,0.0,neptune
0.0,tcp,private,S0,0.0,0.0,89.0,19.0,1.0,neptune
0.0,udp,domain_u,SF,45.0,127.0,78.0,158.0,0.0,normal
0.0,tcp,ftp_data,S0,0.0,0.0,74.0,18.0,1.0,neptune
0.0,tcp,http,SF,242.0,2317.0,2.0,3.0,0.0,normal
0.0,tcp,private,RSTR,0.0,0.0,1.0,1.0,0.0,portsweep
0.0,tcp,ftp_data,SF,5929.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,finger,S0,0.0,0.0,78.0,20.0,1.0,neptune
0.0,tcp,vmnet,S0,0.0,0.0,294.0,12.0,1.0,neptune
0.0,tcp,http,SF,294.0,1536.0,11.0,11.0,0.0,normal
0.0,tcp,http,SF,309.0,1528.0,7.0,7.0,0.0,normal
0.0,tcp,http,SF,322.0,4137.0,17.0,17.0,0.0,normal
0.0,tcp,nntp,S0,0.0,0.0,281.0,24.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,116.0,11.0,1.0,neptune
0.0,tcp,http,SF,363.0,1554.0,35.0,35.0,0.0,normal
0.0,tcp,smtp,SF,796.0,331.0,1.0,1.0,0.0,normal
3.0,tcp,telnet,RSTO,0.0,15.0,4.0,1.0,0.0,normal
0.0,tcp,http,SF,199.0,530.0,6.0,6.0,0.0,normal
0.0,tcp,shell,S0,0.0,0.0,142.0,12.0,1.0,neptune
0.0,tcp,whois,S0,0.0,0.0,254.0,17.0,1.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,45.0,0.0,nmap
0.0,tcp,http,SF,308.0,1608.0,12.0,12.0,0.0,normal
11460.0,tcp,telnet,SF,3227.0,36853.0,1.0,1.0,0.0,normal
0.0,tcp,pm_dump,SF,44.0,192.0,109.0,1.0,0.01,satan
0.0,tcp,ctf,S0,0.0,0.0,111.0,3.0,1.0,neptune
0.0,tcp,smtp,SF,616.0,329.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,236.0,189.0,7.0,7.0,0.0,normal
0.0,tcp,exec,S0,0.0,0.0,133.0,19.0,1.0,neptune
0.0,tcp,ftp_data,S0,0.0,0.0,22.0,10.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,218.0,3.0,1.0,neptune
0.0,tcp,http,SF,361.0,777.0,18.0,19.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,240.0,11.0,1.0,neptune
0.0,tcp,finger,S0,0.0,0.0,33.0,13.0,1.0,neptune
0.0,udp,domain_u,SF,42.0,127.0,64.0,145.0,0.0,normal
0.0,tcp,auth,S0,0.0,0.0,260.0,17.0,1.0,neptune
28.0,tcp,ftp,SF,1482.0,4152.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,202.0,1271.0,7.0,7.0,0.0,normal
0.0,udp,other,SF,147.0,0.0,5.0,1.0,0.0,normal
0.0,tcp,uucp,RSTO,0.0,0.0,107.0,5.0,0.0,neptune
13.0,tcp,telnet,SF,105.0,1395.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,46.0,76.0,246.0,251.0,0.0,normal
0.0,tcp,other,REJ,0.0,0.0,502.0,1.0,0.08,satan
0.0,tcp,private,REJ,0.0,0.0,432.0,1.0,0.0,portsweep
0.0,tcp,private,REJ,0.0,0.0,74.0,5.0,0.0,neptune
0.0,tcp,private,S0,0.0,0.0,91.0,1.0,1.0,neptune
0.0,udp,private,SF,1.0,74.0,25.0,4.0,0.0,satan
0.0,icmp,ecr_i,SF,1032.0,0.0,292.0,292.0,0.0,smurf
0.0,tcp,private,S0,0.0,0.0,72.0,18.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,222.0,3.0,1.0,neptune
853.0,udp,other,SF,147.0,105.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,315.0,1428.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,30.0,1.0,1.0,neptune
0.0,tcp,http,SF,336.0,2102.0,10.0,10.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,44.0,113.0,1.0,2.0,0.0,normal
0.0,tcp,http,SF,239.0,1423.0,13.0,13.0,0.0,normal
0.0,udp,domain_u,SF,44.0,44.0,104.0,103.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,234.0,11.0,1.0,neptune
0.0,tcp,systat,S0,0.0,0.0,106.0,6.0,1.0,neptune
0.0,tcp,http,SF,307.0,12304.0,29.0,29.0,0.0,normal
27.0,tcp,ftp,SF,287.0,903.0,1.0,1.0,0.0,normal
